ABET	i-ABET; 
auditing	ukucwaninga amabhuku; 
auditor	 umcwaningi mabhuku; umcwaningi wezimali; 
auditor-general	umcwaningimabhuku omkhulu; 
auditors	abacwaningimabhuku; abacwaningi bezimali; 
audits	ukucwaninga amabhuku;  cwaninga amabhuku; 
august	u-Agasti;  uNcwaba; 
auspices	izigameko; 
authentic	okuneqiniso;  okoqobo;  okunesiminya; 
author	umbhali; 
authorisation	ukugunyaza; 
authorise	gunyaza; 
authorities	 umkhandlu wesigodi; igunya;  isazi;  isiphathimandla; 
authority	 umkhandlu wesigodi; igunya;  isazi;  isiphathimandla; 
authorization	ukugunyaza; 
authorize	gunyaza; 
authorized	okugunyaziwe; 
authors	umbhali; 
automated	 enziwe kwaba yinto ezihambelayo; enziwe kwaba ngumshini ozenzelayo; 
automatic	okuzenzekelayo; 
automatically	ngokuzenzekelayo; 
availability	ukutholakala; 
avenue	indlela; 
avenues	indlela; 
average	 i-avereji; isilinganiso esiphakathi nendawo;  yi-avereji; 
aviation	uhambo emoyeni; 
avoid	-gwema;  gwema; 
avoidance	 ukuxwaya; ukugwema; 
awaiting	 ukulindela; ukuhlelela; 
award	umklomelo; 
awarded	umklomelo; 
awarding	ukuklomelisa; 
awards	umklomelo; 
aware	-yazi; 
awareness	ukuqwashisa; 
away	 kude le;  ngokwahlukene; kude; 
babies	izinsana; 
baby	usana; 
back	emuva;  amagxalaba;  inhlanekela;  emva nolimi;  umsundulo; 
backdrop	indwangu ependiwe yezithombe emuva esiteji; 
background	imuva;  isendlalela; 
backgrounds	imuva;  izendlalela; 
backlog	umsebenzi osalele emuva; 
backlogs	imisebenzi esalele emuva; 
bad	okubi;  okungalungile;  okonakele; 
bag	isaka; 
bail	ibheyili; 
bake	bhaka; 
baking	ukubhaka; 
balance	 ibhalansi;  imali esebhange; ukulinganisa;  balisisa ibhalansi; 
balanced	okulinganisiwe; 
balances	 uzinzo;  imali esebhange; ukulinganisa;  izilinganisi; amabhalansi;  balisisa ibhalansi;  ukulingana komfutho; 
ball	 isidindi sonyawo; ibhola; 
band	ibhande;  ibhendi; 
bank	 usebe; ibhange; 
banking	ukulothisa; 
banks	 usebe; amabhange; 
baobab	umkhomo; 
bar	ibha yomculo;  indawo yokuphuzela;  ibha; 
bargain	umtitilizo; 
bargaining	umtitilizo; 
barrier	isithiyo; 
barriers	izithiyo; 
base	 isakhelo; umsuka wokubala;  ubudethwishi;  isinqe; 
based	 isakhelo; umsuka wokubala; isisekelosithako;  ubudethwishi;  isinqe; 
baseline	umudwa okusukelwa kuwo; 
basic	isisekelo; 
basics	okusemqoka; 
basis	isisekelo; 
basket	ubhasikidi; 
battle	impi; 
bay	itheku; 
be	ukuba; 
beach	usebe lolwandle; 
beaches	usebe lolwandle; 
bear	ibhele; 
bearers	umphathincwadi; 
bearing	isigubhu sohlwayi; 
bears	ibhele; 
beautiful	okuhle;  okubukekayo; 
beauty	ubuhle; 
became	yiba; 
because	ngoba;  ngokuba;  ngenxa; 
become	yiba; 
becomes	yiba; 
becoming	ukuba; 
bed	umbhede; 
beds	imibhede; 
bee	inyosi; 
beer	utshwala; 
before	ngaphambi; 
began	 sungula;  qalisa; qala; 
begin	 sungula;  qalisa; qala; 
beginning	ekuqaleni; 
begins	 sungula;  qalisa; qala; 
begun	 sungula;  qalisa; qala; 
behalf	inxa; 
behaviour	 umkhuba wokuziphatha; ukuziphatha; 
behind	emuva; 
being	 ukuba khona; ubukhona; 
beings	 ukuba khona; ubukhona; 
belief	inkolo; 
beliefs	izinkolo; 
believe	kholelwa;  kholwa; themba; 
believed	kholelwa;  kholwa; themba; 
believes	kholelwa;  kholwa; themba; 
believing	 ukukholelwa; ukwethemba;  ukukholwa; 
belong	ukuhlangana na-; 
belonging	ukuhlangana na-; 
belongs	ukuhlangana na-; 
beloved	 othandekayo; isithandwa; 
below	ngaphansi; 
benchmark	umgomo onokulandelwa yinhlangano noma yinkampani; 
beneficial	okunenzuzo;  okusizayo;  okunosizo; 
beneficiaries	abamukela utho efeni;  abamukelayo; 
beneficiary	 owamukela utho efeni; owamukelayo; 
benefit	 zuza; insizakalo; 
benefited	 zuza; insizakalo; 
benefits	 zuza; insizakalo; 
best	ipitsi; 
better	okungcono;  okuhle kunokunye; 
between	 phakathi nendawo; ngaphakathi kokubili; 
beyond	phambili; 
bid	-ncintisana; 
bidders	izincintiswano; 
bids	ncintisana; isincintiswano; 
biennale	umgomo wokulinganisa; 
big	-khulu; 
bigger	okukhulu; 
biggest	okukhulu; 
bilateral	nxambili; 
bill	 i-akhawunti;  usungulo lomthetho;  umthethosivivinywa; iphepha lesaziso sezindleko;  -thumela ibhili; 
bills	 i-akhawunti; imithethosivivinywa;  usungulo lomthetho;  amaphepha esaziso sezindleko;  thumela ibhili; 
bind	bhayinda;  -hlanganisa; 
binding	okubophayo; 
bingo	umdlalo ibhingo; 
biodiversity	okuphilayo ngokwahlukahlukana kwakho; 
biological	okwesayensi yokuphilayo; 
biome	izilwane nezimila zemvelo ezitholakala esimeni esithile sendawo; 
bird	inyoni; 
birds	izinyoni; 
birth	 ukuzala; ukubeletha; 
birthday	usuku lokuzalwa; 
black	-mnyama; 
blacks	okumnyama; 
blind	ukungaboni;  -yimpumputhe;  phuphuthekisa; 
block	 ibhloko;  itshe lamakhaza; ibhele; 
blood	 ukuhamba kwegazi; igazi; 
blue	 ubhulomu; bhloma;  -zulucwathile;  -luhlaza okwesibhakabhaka; 
board	 ibhodi yephepha;  ikomiti yokuphenya; ibhodi; 
boards	amabhodi; 
boasts	bukisa;  thwala ilunda; gabisa; 
bodies	 ukushuba kwesobho; imizimba; 
bodily	kanyekanye;  ngomzimba; 
body	 ukushuba kwesobho; umzimba; 
bold	 okunesibindi;  okuqavile; okugqamile; 
bona	ngokuqiniseka; bona fide = okuqinisekileyo; 
bond	ibhondi; 
bonds	ibhondi; 
book	ibhuku; 
books	 amabhuku; izincwadi; 
boom	ukuxhaphaka; 
boost	bukisa;  thwala ilunda; gabisa; 
border	umngcele;  umphetho;  phetha; 
borders	imingcele;  umphetho;  phetha; 
born	 okuzelwe; okubelethwe;  okuthwelwe; 
borrow	tsheleka; 
borrowing	ukutsheleka; 
boss	ingqumunga; 
botanical	okwesayensi yezithombo ezimilayo; 
both	kokubili; 
bottom	ingaphansi; 
bought	thenga; 
bound	hlanganisa;  bhayinda; 
boundaries	 umngcele; imikhawulo; 
boundary	 umngcele; umkhawulo; 
box	 shaya ngenqindi; ibhokisi; 
boy	umfana; 
boys	abafana; 
branch	-hlukana;  igatsha; 
branches	izimpande ezingumxhantela; amagatsha;  hlukana; 
brand	uphawu; 
brave	-nesibindi; 
bravery	ubuqhawe; 
breach	isango;  ukwephula;  ukweqa;  ingcamu; 
breadth	ububanzi; 
break	-phula;  ukuphula umthetho;  ukubhodlabhodla; 
breakdown	ukahluleka; 
breakfast	ukudla kwasekuseni; 
breaking	ukuhlephula isinkwa; 
breakthrough	okukhulu okuvunjululiwe; 
bridge	ibhuloho; 
bridging	ibhuloho; 
briefed	nqampunela; 
briefing	ukunqampunela; 
briefly	kafushane; 
briefs	nqampunela; 
bring	 zisa; letha; 
bringing	ukuletha;  ukuzisa; 
brings	 zisa; letha; 
broad	ubhontshisi omkhulu; 
broad-based	okubanzi; 
broadband	uhlelo olunamandla kakhulu lokusakaza ngomoya; 
broadcast	 sakaza;  -sakaza; ukusakaza; 
broadcaster	umsakazi; 
broadcasters	imisakazo; 
broadcasting	umsakazo; 
broaden	yenza kube banzi; 
broadening	ukwenza kube banzi; 
broader	ubhontshisi omkhulu; 
broadly	ngokubanzi; 
brochure	ibhukwana; 
brochures	amabhukwana;  izincwajana ezichazayo; 
brother	umfowethu; 
brothers	abafowethu; 
brought	 zisa; letha; 
brutality	 ubulwane;  ubudlova; unya; 
budget	ibhajethi;  aba imali; 
budgetary	okwesabelomali; 
budgeted	isabelomali;  isabiwomali; ibhajethi;  aba imali; 
budgeting	isabelomali;  isabiwomali; ukubhajetha;  ukwaba imali; 
budgets	aba imali;  izabiwomali;  izabelomali; amabhajethi; 
buffalo	inyathi; 
build	 -akha; akha; 
build-up	misa;  khulisa; 
building	isakhiwo; 
buildings	izakhiwo; 
built	akha; 
bulk	 ubuningi; okuningi;  ubukhulu; 
burden	 inkathazo; umthwalo; 
bureau	ihhovisi; 
buried	ngcwaba; 
burning	okokhelekile;  okuvuthayo; okushayo; 
bursaries	imifundaze; 
bursary	umfundaze; 
bury	-ngcwaba; 
bus	ibhasi; 
business	ibhizinisi; 
businesses	amabhizinisi; 
bust	umfanekiso oqoshiwe; 
but	kodwa;  kepha; 
buy	thenga; 
by	nga-; 
cabinet	 umkhandlu wesifundazwe; isigungu sikahulumeni; 
calculate	bala;  balisisa; 
calculated	bala;  balisisa; 
calculating	ukubala;  ukubalisisa; 
calculation	ukubala;  ukubalisisa; 
calendar	ikhalenda; 
call	 ukumemezela; ukubiza;  ukumemeza;  ukumema;  ukukhala; 
called	biza;  memezela;  vusa;  mema;  memeza; 
calling	ubizo; 
calls	biza;  memezela;  vusa;  mema;  memeza; 
came	vela;  fika; woza; gqigqa; condela; 
camp	 ikamu; misa;  inkambu; 
campaign	umkhankaso; 
campaigns	khankasa; imikhankaso; 
camps	misa;  izinkambu;  amakamu; khempa; amakhempu; 
campus	ikhempasi; 
campuses	amakhempasi; 
can	ikani;  ikopi;  -gcina ekopini; 
can't	akukwazi uku-; 
cancel	bulala; 
cancellation	 ukuhlikihla;  ukwesula; ukubulala;  ukuchitha; 
cancelled	bulala; 
cancer	umdlavuza;  isigaxa;  ikhensa; 
candidate	ohlolwayo;  omele ukhetho; 
candidates	 abahlolwayo; abamele ukhetho; abangenelikhetho; 
cannot	akukwazi uku-; 
cap	ukuqokelwa eqenjini lesizwe;  ikepisi; 
capabilities	 amakhono;  amandla okwenza;  ukuhlakanipha; ukwazi; 
capability	ihono;  amandla okwenza;  ukuhlakanipha; ukwazi; 
capable	-namandla; 
capacities	imithamo; 
capacity	umthamo; 
capacity-building	ukuhlomisa ngamakhono; 
cape	inhonhlo; 
capita	ikhanda; 
capital	imali yokuqala ibhizinisi;  ikomkhulu;  ikomkhulu lesifundazwe;  imali yokuqhuba umsebenzi; 
caps	amakepisi; ukuqokelwa eqenjini lesizwe; 
capture	-bamba; 
captured	thwebula (isithombe); bamba; 
captures	thwebula (isithombe); bamba; 
car	imoto; 
carbon	ikhabhoni; 
card	ikhadi; 
cards	amakhadi; 
care	ukunakekela;  nakekela; 
career	umsebenzi;  ibizelo; 
careers	imisebenzi;  amabizelo; 
carefully	 ngokunakekela;  ngokuqaphela; kahle; 
cargo	umthwalokazi wezimpahla; 
caring	ukunakekela; 
carpet	ukhaphethi; 
carried	 phatha;  thwala; thatha;  thutha;  yisa; 
carries	 phatha;  thwala; thatha;  thutha;  yisa; 
carry	 phatha;  thwala; thatha;  thutha;  yisa; 
case	icala;  ipotimende;  ibhokisi;  ikesi; 
cases	amacala;  amapotimende;  amakesi;  amabhokisi; 
cash	 ukheshe; imali; 
cast	ukuphonsa; jikijela;  phonsa; 
catalogue	ikhathalogi; 
catch	 bamba;  ukunqaka; ukubamba;  nqaka; 
categories	izigaba; 
category	isigaba;  izigaba; 
cater	 thengisa ukudla; lungisela ukudla; 
catering	 ukulungisela ukudla; ukuthengisa ukudla; 
cattle	izinkomo; 
caucus	isigungu; 
cause	imbangela;  isisusa; 
caused	imbangela;  isisusa; 
causes	 izisusa; izimbangela; 
causing	imbangela;  isisusa; 
cave	umgede;  umhume; 
caves	imihume;  imigede; 
cc	inkampani i-cc; 
cease	 khawula; phela;  nqamuka; 
ceases	 khawula; phela;  nqamuka; 
celebrate	ukugubha; 
celebrated	ukugubha; 
celebrates	ukugubha; 
celebrating	ukugubha; 
celebration	umgubho; 
celebrations	imigubho; 
cell	 amaseli;  iseli;  inhlayiya; ijele; 
cells	iziphehligesi eziyikhemikhali;  amaseli; izinhlayiya;  ijele; 
cellular	iselula; 
census	 ukubalwa kwaBantu; ubalo; 
censuses	ubalo;  ukubalwa kwabantu; 
cent	isenti; 
centenary	 umkhosi wokugubha ikhulu leminyaka; iminyaka eyikhulu; 
center	 indeni; indeni yesiyingi;  iphakathi ngqo; isikhungo;  inkaba; 
central	phakathi; 
centre	 indeni;  iphakathi ngqo; isikhungo;  inkaba; 
centres	 izindeni; izikhungo; izindeni zesiyingi;  izinkaba;  iphakathi ngqo; 
centuries	amakhulunyaka; amakhulu eminyaka; 
century	ikhulu;  ikhulu leminyaka; 
ceremonial	okomkhosi; 
ceremonies	imikhosi; 
ceremony	umkhosi; 
certain	okunqunyiweyo;  okuqinisekile; okwaziwa kahle; 
certainly	 kusobala; impela; 
certainty	 isiminya; iqiniso; 
certificate	isitifiketi;  isetifikethi; 
certificates	izetifikethi; izitifiketi; 
certification	 ukufakazeka ngencwadi; ukuqinisa; 
certified	qinisa;  fakazela; 
cession	ukunikela;  ukuyekela; 
chain	 iketango; iketanga; 
chair	 isitulo; isihlalo; 
chaired	isitulo; 
chairman	 umphathisihlalo; isihlalo; 
chairperson	usihlalo; 
chairpersons	osihlalo; 
challenge	 -banga;  inselele; inselelo;  cela inselele;  ukubanga; 
challenged	 inselele; inselelo;  cela inselele;  banga;  ukubanga; 
challenges	 inselele; inselelo;  cela inselele;  banga;  ukubanga; 
challenging	 inselele; inselelo;  ukucela inselele;  ukubanga; 
chamber	igumbi; 
chambers	 amakamelo; amagumbi; 
champion	ingqwele; 
champions	ingqwele; 
championship	ubungqwele; ubushampeni; 
championships	ubungqwele; ubushampeni; 
chance	ithuba;  isikhala; 
change	inguquko;  shintsha;  -shintsha;  ushintshi; 
changed	inguquko;  shintsha;  ushintshi; 
changes	iziinguquko;  ushintshi; shintsha; 
changing	 inguquko; ukushintsha; 
channel	 umsele;  -qondisa;  umgudu wamanzi; isiteshi; 
channels	iziteshi;  imigudu yamanzi;  imisele;  qondisa; 
chapter	usihlalo; 
chapters	izahluko; 
character	umlingiswa;  isimilo; 
characterised	linganisa; 
characteristic	uphawu;  okulukhondolo; 
characteristics	izimpawu;  okulukhondolo;  okuyizimpawu; 
characterize	linganisa; 
characterized	linganisa; 
characters	 abalingiswa; izimilo; 
charge	icala;  beka icala;  intengo;  gcwalisa; 
charges	 beka icala; amacala;  intengo;  gcwalisa; 
charter	 umqulu wamalungelo; incwadi yemvume; 
chartered	 umqulu wamalungelo; incwadi yemvume; 
check	 hlolisisa; ukuvimba; 
checked	 hlolisisa; ukuvimba; 
chemical	ikhemikheli; 
cheque	isheke; 
chief	 inkosi; isikhulu sezwe; 
child	umntwana; 
childhood	ubungane; 
children	abantwana; 
children's	okwabantwana; 
choice	ukukhetha; 
choices	ukukhetha; 
choir	ikwaya;  abahlabeleli; 
choose	khetha; 
chose	khetha; 
chosen	khetha; 
chronic	okokugula kwafuthi;  okokugula okugxilile; 
church	indlu yesonto;  ibandla lesonto; 
churches	izindlu zesonto;  amabandla amasonto; 
cinema	ibhayisikobho; 
cinemas	amabhayisikobho; izindlu zebhayisikobho; 
circumstances	izimeko; 
cite	faka isamaniso; 
cited	faka isamaniso; 
cities	amadolobha;  amadolobhakazi; 
citizen	isakhamuzi; 
citizenry	ukuba yisakhamuzi; 
citizens	izakhamuzi; 
citizenship	ulwazi ngokuhlalisana kwabantu; 
city	 idolobha; idolobhakazi; 
civic	okuphathelene nedolobha; 
civil	okobuntu; 
civilian	 ilungu lomphakathi; ongabuthiwe; 
claim	 ikleyimi; biza;  -cela inkokhelo;  isibizo; 
claimed	 cela inkokhelo;  ikleyimi; biza;  isibizo; 
claims	 cela inkokhelo; amakleyimi; biza;  izibizo; 
clarification	 ukuchachisa; ukuchaza; 
clarify	 chachisa; chaza; 
clarity	ukuchazeka; 
class	isigaba;  isigaba senhlalo;  iklasi; 
classes	 amaklasi; izigaba;  izigaba zenhlalo; 
classic	okwaziswayo;  okuqhamile; 
classical	ezingasoze zabuna; 
classics	 ukubhala kwamaGriki namaRoma; izincwadi esezazuza isithunzi; 
classification	uhlelo; 
classified	ngononina; 
classroom	igumbi lokufundela; 
clause	umshana;  isigatshana somthetho; 
clauses	umshana;  isigatshana somthetho; 
cleaning	ukuhlanza; 
clear	 cisha;  balele; libalele; 
clearance	 ukukhucula;  isitifiketi sokwedlulisa into; ukususa; 
clearing	ukusa;  umcabo;  ukucwenga; 
clearly	obala;  ngokukhanyayo; 
clerk	 umabhalane wasenkantolo; umabhalane; 
click	chofoza;  ungwaqabathwa; 
client	 omelweyo; umthengi; 
clients	abamelweyo; abathengi; 
climate	isimo sezulu sendawo;  iklayimethi; 
clinic	umtholampilo;  ikliniki; 
clinical	okomtholampilo; 
clinics	imitholampilo;  amakliniki; 
close	 sibekela; sondele; 
closed	gimbici; 
closely	kakhulu; 
closer	 sibekela; sondele; 
closing	 sibekela; sondele; 
closure	ukuvaleka; 
closures	ukuvaleka; 
clothing	izingubo; 
club	iqembu lebhola; 
clubs	amaqembu ebhola; 
cluster	isixhobo; 
co	inkampani; 
co-operation	ubambiswano; 
co-operative	-nobambiswano; 
co-ordinate	vumelanisa; 
co-ordination	ukuvumelana; 
co-production	ukhikhiqiza kwezinkampani ngokuhlanganyela; 
coach	 ibhasi elintofontofo;  -qeqesha; umqeqeshi; 
coal	ilahle; 
coast	ugu; 
coastal	okwasogwini; 
coat	 -eleka; uboya; 
codes	 izincazelomfihlo; imibhalo efihliweyo; izazisi; 
coherent	 okulandelanayo; okuzwakalayo; 
cohesion	ukunamathelana; ukulandelana; 
cohesive	okokulandelanisa; okokunamathelanisa; 
cold	 kuyabanda;  ukubanda; amakhaza;  umkhuhlane; 
collaborate	 bambisana; sebenzisana; 
collaboration	 ukusebenzisana; ukubambisana; 
collaborative	 okokusebenzisana; okokubambisana; 
collapse	 -iwa; boqozeka; 
colleagues	osebenzisana nomunye; 
collect	inkongozelo;  butha;  -qoqela ndawonye; 
collected	inkongozelo;  butha; qokelela;  qoqela ndawonye; 
collecting	 ukukhongozela;  ukuqoqela ndawonye;  ukuqokelela; ukubutha; 
collection	iqoqo; 
collections	amaqoqo; 
collective	 okubuthelayo; okuqoqayo; 
collectively	 ngokuqoqayo; ngokubuthelayo; 
college	ikolishi; 
colleges	amakolishi; 
colloquium	ingxoxo yabezemfundo ephakeme; 
colonial	okwasekoloni; 
colonialism	ukuqonelwa ngabezizwe; 
colonies	 amaqoqo okuphilayo; amazwe aqonelwe; amakoloni; 
colony	 izwe eliqonelwe; ikoloni; 
colour	umbala; 
coloured	okumbala; 
colours	imibala; 
column	 uhla; uhlu;  udwendwe;  insika; 
combat	vimbela;  lwa; 
combating	ukulwa;  ukuvimbela; 
combination	ukuhlanganisa;  inhlanganisela; 
come	 vela;  fika; woza; gqigqa;  sondela;  yiza; 
comedy	 igidigidi; isiyoliso; 
comes	 vela;  fika; woza; gqigqa;  sondela;  yiza; 
coming	 ukugqigqa;  ukuvela;  ukuza;  ukusondela; ukufika; 
comma	 ukhefana; ikhefana; 
command	umyalo; 
commas	 okhefana; amakhefana; 
commemorate	-khumbula; 
commemorating	ukukhumbula; 
commemoration	isikhumbuzo; 
commemorative	khumbula;  isikhumbuzo;  misa; 
commence	 thathela phansi; hlomuza; qala; 
commenced	 thathela phansi; hlomuza; qala; 
commencement	 ukuthathela phansi; ukuqala; 
commencing	 ukuthathela phansi; ukuqala; 
commend	 ncoma;  tusa; dumisa; 
commendable	okudumileyo; okuncomekayo;  okutusekayo; 
commensurate	okulingeneyo; okufanele; 
comment	umbono;  beka amazwana; 
comments	ukubeka amazwana; 
commercial	 ezohwebo; ukuthengiselana; 
commission	 ikhomishani; umhlomulo; 
commissioned	 ikhomishani; umhlomulo; 
commissioner	umfungisi; 
commissioners	abafungisi; 
commissions	amakhomishani; imihlomulo; 
commit	enza;  sisa;  lelesa;  ;  thembisa;  beka; hilikiqa;  ona; 
commitment	ukuzibophezela; 
commitments	ukuzibophezela; 
commits	enza;  sisa;  lelesa;  thembisa;  beka; hilikiqa;  ona; 
committed	enza;  sisa;  lelesa;  thembisa;  beka; hilikiqa;  ona; 
committee	ikomidi;  ikomiti; 
committee's	okwekomidi; 
committees	amakomidi;  amakomiti; 
committing	ukubeka;  ukwelelesa;  ukwethembisa;  ukusisa; ukuhilikiqa;  ukwenza, ukona; 
commodities	izimpahla zohwebo; 
commodity	impahla yohwebo; 
commonly	ngokuvamile; 
communal	kukawonkewonke; 
communicate	thintana;  -xhumana; 
communicated	 thintana; xhumana; 
communication	ukuxhumana;  ukuxoxisana; 
communication-related	okuphathelene nezokuxhumana; 
communications	ukuxhumana; 
communities	imiphakathi; 
community	umphakathi; 
community-based	okugxile emphakathini; 
companies	izinkampani; 
company	inkampani; 
comparability	ukuqhathaniseka;  ukulinganiseka; 
comparable	okunokulinganiswa;  okunokuqhathaniswa; 
comparative	okuqhathanisiweyo; 
compare	qhathanisa; 
compared	qhathanisa; 
comparison	 isiqhathaniso; ukuqhathanisa; 
compassion	uzwelo; 
compatriots	 umuntu wesizwe sakini; abantu besizwe sinye nawe; 
compelled	cindezela;  phoqa; 
compelling	 ukuphoqa; ukucindezela; 
compensate	 nxephezela; hlawula; buyisela; 
compensation	isinxephezelo; 
compete	ncintisana;  qhudelana; 
competence	 ikhono;  ukwazi; amandla; 
competencies	 amakhono;  ukwazi; amandla; 
competency	 ikhono;  ukwazi; amandla; 
competent	onamandla;  onekhono; 
competition	 umncintiswano; ukuncintisana; 
competitive	okuncintisanayo; 
competitiveness	ukuncintisana; 
compilation	iqoqo;  inhlanganisela; 
compile	qoqela; 
compiled	qoqela; 
complainant	ummangali; 
complaint	isikhalo; 
complaints	izikhalo; 
complement	linganisa; 
complementary	okugcwalisayo; 
complete	qedela; 
completed	 okuqedile; qedela; 
completely	ngokupheleleyo; 
completing	ukuqeda; qedile; 
completion	 ukupheleliswa;  ukufezwa; ukuqedwa; 
complexity	ubunkimbinkimbi; 
compliance	 ukuthobela; ukuvumela; 
complied	vumela;  vuma ukwenza; 
complies	vumela;  vuma ukwenza; 
comply	vumela;  vuma ukwenza; 
complying	 ukuvuma ukwenza; ukuvumela; 
component	 ingxenye; izakhi; 
components	 izakhi; izingxenye; 
composed	qamba;  qukatha; 
composition	 ukuqamba; indaba;  ukuhleleka;  ingoma;  ukuhlanganisa;  okuqanjiwe;  ukwakheka; 
comprehensive	 okugcwele; okubanzi; 
comprehensively	 ngokugcweleyo; ngokubanzi; 
comprise	hlanganisa;  qukatha; 
comprises	hlanganisa;  qukatha; 
comprising	ukuhlanganisa;  ukuqukatha; 
compromise	-yehlela ngezansi;  ukwehlela ngezansi; 
compromised	yehlela ngezansi;  ukwehlela ngezansi; 
compulsory	okuphoqelekile; 
computers	iziqoqelalwazi; 
comrade	umlingani; 
comrades	abalingani; 
conceive	 -bamba isisu; ukukhulelwa; 
conceived	 bamba isisu; ukukhulelwa; 
concentration	ukucabangisisa; 
concept	umqondo; 
concepts	imiqondo; 
concern	indaba;  umnako; 
concerned	naka; 
concerning	ukunaka; 
concerns	naka; 
concert	ikhonsathi; 
conciliation	ukubuyisana;  ukuxolelana; 
conclude	 gcina;  qeda; phela; phelisa;  phetha; 
concluded	 gcina;  qeda; phela; phelisa;  phetha; 
concludes	 gcina;  qeda; phela; phelisa;  phetha; 
conclusion	isiphetho; 
concrete	ukhonkolo;  okungaphatheka;  izinto zikakhonkolo; 
concurrence	ukwenzeka kanyekanye; 
concurrent	ngasikhathi sinye; 
condemned	 gweba;  jezisa; lahla; 
condemns	 gweba;  jezisa; lahla; 
condition	isimo sempilo;  isimo; 
conditional	 okunezithiyo;  okunemingcele; okunemibandela; 
conditions	isimo; 
condolences	induduzo; 
condom	ikhondomu; 
condoms	amajazi ezocansi; amakhondomu; 
conducive	okusizayo;  okubangayo; 
conduct	 ziphatha;  -dlulisa;  bhida; ukuziphatha; 
conducted	 ziphatha;  dlulisa;  bhida; ukuziphatha; 
conducting	 ukwedlulisa;  ukubhida; ukuziphatha; 
conducts	 ziphatha;  dlulisa;  bhida; ukuziphatha; 
