APRIL	MMESA; 
parliaments	dipalamente; dikgotlakgolo; 
parole	boitsebelo ka diketso; 
part	karolo;  karolo ya puo;  karolwana; 
part-time	nakwana; 
partial	ikgethile; 
partially	ka ho ikgetha; 
participant	monkakarolo;  mokeni; 
participants	sebapadi; 
participate	nka karolo;  ho ba le seabo; 
participated	bile le seabo; nkile karolo; 
participates	 nka karolo; na le seabo; 
participating	nang le seabo;  nkang karolo; 
participation	 ho nka karolo; ho ba le seabo; 
participatory	nang le seabo;  nkang karolo; 
particular	yonayona; 
particularly	haholoholo; 
particulars	dintlha tsa hlakiso; 
partly	hanyenyane; 
partner	 mohwebisani; molekane;  mphato; 
partnered	 mohwebisani; molekane;  mphato; 
partners	 bomphato; balekane;  bahwebisani; 
partnership	kgwebisano; 
partnerships	dikgwebisano; 
parts	dikarolo; 
party	phathi; 
pass	 fetisetsa;  neheletsa; atleha;  neheletsano; 
passed	 fetisetsa;  neheletsa; atleha;  neheletsano; neheleditse; 
passenger	mopalami; 
passengers	bapalami;  mopalami; 
passes	 fetisetsa;  neheletsa; atleha;  neheletsano; 
passing	fetang; 
passport	phasepoto; 
past	ka mora; 
path	tsela; 
patient	mokudi; 
patients	mokudi; 
pattern	 mokgabiso; paterone; 
patterns	 mekgabiso; dipaterone; 
paved	butse;  thakgotse;  betlile; 
pavilion	letshwele;  phiphitha;  bashebelli; 
pay	lefa;  moputso;  ho lefa; 
payable	leshwang; 
paying	 lefang;  ho lefa; moputso; 
payment	tefo; 
payments	ditefo; 
pays	lefa;  ho lefa;  meputso; 
peace	kgotso; 
peaceful	ka kgotso; 
peak	tlhoro; 
peer	thaka; 
penalties	dipenele;  dikahlolo; 
pending	ha e so fele;  ha e so qete; 
pension	phenshene; 
pensions	 phenshene; dipenshene; 
people	batho; 
people's	ya batho; 
peoples	batho; 
per	ho ya ka; 
perceived	 nahanne;  amohetse; bone; 
percent	kgolong;  phesente; 
percentage	kgolong;  phesente; 
percentages	kgolong;  diphesente;  phesente; 
perception	mohopolo;  monahano; 
perceptions	mehopolo;  menahano; 
perform	 -bapala; bapala;  phethisa; 
performance	 ho bapala; papadi;  ketsahatso; 
performances	 ho bapala;  papadi;  diketsahatso; dipapadi; 
performed	 -bapala;  bapetse; bapala;  phethisa; 
performer	sebapadi; 
performers	dibapadi; 
performing	 -bapala; bapala;  phethisa; 
performs	 -bapala; bapala;  phethisa; 
perhaps	mohlomong; 
period	 pakathuto;  paka; nako; 
periodical	makasine;  dipaka;  lehlasedi; 
periods	dinako; 
permanent	 leruri; ruri; 
permanently	ruri; 
permission	tumello; 
permit	 ho dumella; tumello; 
permits	 ho dumella; tumello; 
permitted	 ho dumella;  dumeletse; tumello; 
perpetuate	boloka ka nako e sa feleng; 
person	 mmuiswa;  mmui;  mmuuwa; motho; 
person's	ya motho; 
personal	mong; 
personnel	basebetsi; 
persons	 babuuwa; batho;  babui;  babuiswa; 
perspective	ponalo; 
perspectives	 ponalo; ponahalo; 
pertaining	e loketseng; e amang; 
petition	 lengolo la ditletlebo; thapedi; 
petitions	lengolo la ditletlebo; dithapedi; 
petrol	peterole;  peterolo; 
petroleum	sepeterolo; 
pharmaceutical	ya dikhemisi; 
pharmacist	rakhemisi; 
pharmacy	 khemising; khemisi; 
phase	nako; 
phased	nako; 
phases	 dinako; nako; 
phenomenon	mohlolo;  ponahalo; 
philosophy	filosofi; 
phone	 founu; mohala; 
photo	setshwantsho; senepe; 
photograph	 -nka senepe; senepe; 
photographers	bankadinepe; 
photographic	ya setshwantsho; ka senepe; 
photographs	 -nka senepe; senepe; 
photos	 dinepe; ditshwantsho; 
physical	 ya mmele; sebopeho; 
physically	ka mmele; 
piano	 piano; tlase; 
pictures	ditshwantsho; 
piece	sekoto; 
pieces	dikarolwana;  ditlhokwa; 
pillar	tshiya; 
pillars	ditshiya; 
pilot	mofofisi; 
pivotal	ya bohlokwa; 
place	tulo; 
placed	 hlomile; beile; 
placement	mosebetsi;  peho; 
places	ditulo; 
placing	tulo; 
plain	hlakileng;  lehwatata nahathote; 
plains	hlakileng;  mahwatata nahathote; 
plaintiff	motseki; 
plaintiff's	moqosuwa; 
plan	 morero;  polane; moralo; 
planet	polanete; 
planned	 morero;  polane; moralo; 
planning	tekanyetso;  ho rala; 
plans	 meralo; merero;  polane; 
plant	 jala;  ho jala; thepa;  semela; 
plants	 jala;  ho jala; thepa;  semela; 
plastic	 setsopana; polasetiki; 
plate	poleiti; 
play	papadi;  papadiso; 
played	papadi;  bapetse;  papadiso; 
player	sebapadi; 
players	dibapadi; 
playhouse	ntlo ya papadi; 
playhouses	matlo a dipapadi; 
playing	papadi;  papadiso; 
plays	 papadiso; dipapadi; 
plea	kopo; 
pleading	 kopang; kopo; 
pleadings	dikopo; 
please	ka kopo; 
pleased	thabile; 
pleasure	thabo; 
pledge	itela; ikemisetsa; 
pledged	ikemiseditse;  iteletse; 
plenary	tlhophiso; 
plight	tshotleho; 
plus	ha e kopana le; 
poaching	ho tsoma ka ho ikutswa; 
poem	thothokiso; 
poet	 moroki; sethothokisi;  seroki; 
poetry	 bothothokisi; thothokiso; 
poets	diroki;  baroki;  dithothokisi; 
point	ntlha;  ntlhana;  kgutlo;  -supa; 
pointed	ntlha;  ntlhana;  supile;  kgutlo;  -supa; 
points	dintlha;  dintlhana;  -supa;  dikgutlo; 
police	sepolesa;  lepolesa; 
policies	 boitlamo ba inshorense; maano;  boikemisetso; 
policing	sepolesa;  lepolesa; 
policy	 boitlamo ba inshorense; leano;  boikemisetso; 
political	politiki; 
politics	politiki; 
pollution	tshilafatso; 
pool	letangwana; 
poor	bahloki; 
poorer	bohloki; bahloki; 
poorest	bohloki; bahloki; 
poorly	 ka thata;  ka bofokodi; ka boima; 
popular	-ratwang;  -ratwang ke bohle; 
population	baahi; 
pornography	bomaponapona; 
portal	kgoro; 
portfolio	 potefoliyo; lefapha;  potefolio; 
portion	karolo; 
portrayed	setshwantsho; 
position	 boemo; maemo; 
positions	maemo; 
positive	palo e kgolo ho noto; 
positively	ka kgothatso; 
possess	rua; 
possession	 taolo ya bolo; leruo; 
possibilities	kgonahalo; 
possibility	kgonahalo; 
possible	 kgoneha; fihlellwa; 
possibly	mohlomong; 
post	mosebetsi;  posa;  poso; 
post-apartheid	ka mora kgethollo; 
postal	ka poso;  ya poso; 
postgraduate	kamora kgau; 
postponed	fetotse letsatsi; thesitse; 
postponement	phetolo ya letsatsi;  ho thisa; 
posts	 diposo; mesebetsi;  posa; 
pot	pitsa; 
potential	bokgoni; 
potentially	ka bokgoni; 
poverty	bofuma; 
power	 matla;  tokelo; maemo; 
powers	 ditokelo;  matla; sekgahla sa tshebetso; maemo; 
practicable	-ka etswang; 
practical	ka etswang; 
practice	 kwetliso;  mesebetsi; mokgwa;  boitsharollo; 
practices	 mesebetsi; mokgwa; dikwetliso;  boitsharollo; 
practise	 -hlakisa; kwetlisa; 
practitioner	mosebedisi; 
practitioners	basebedisi; 
praise	ho rorisa; 
prayer	thapelo; 
pre-colonial	pele ho bokolone; 
pre-trial	teko ya pele; 
preamble	ketapele;  hlahiso; 
precede	etella pele; 
preceded	etella pele;  eteletse pele; 
preceding	etella pele; 
precinct	sephethephetheng;  sebaka se thibetsweng; 
precincts	 dibaka tse thibetsweng; sephethephetheng; 
precious	 tsoteha; rateha;  kgahleha; 
precisely	ka ho nepahala; 
preferential	e kgothaletswang; 
pregnancy	boimana; 
pregnant	 emere;  -imme; ho ima; 
prejudice	leeme;  tshekamelo; 
preliminary	qadisang; 
premier	tonakgolo; 
premised	theilwe; 
premises	metheo; 
preparation	 tokisetso; ditlhophiso; 
preparations	ditlhophiso;  ditokisetso; 
preparatory	tsa tokisetso; 
prepare	lokisa;  -lokisa; 
prepared	ikemiseditse;  hlophisitswe; 
preparing	lokisa;  lokisang;  -lokisa; 
prescribe	balla; 
prescribed	baletsweng; 
prescribing	balla; 
prescription	taelo;  moriana o laetsweng ke ngaka; 
prescripts	 tse kgothaletswang;  ditlamo; dikgothaletso; 
presence	boteng; 
presentations	ditlhahiso; 
presently	ha jwale; 
presents	 dimpho; dinyehelo; 
preservation	poloko; 
preserve	boloka; 
preserved	boloka; 
preserving	boloka;  bolokang; 
preside	dula setulo; 
presidency	Ofisi ya Presidente; 
president	poresidente; 
president's	ya Presidente; 
presidential	ya Presidente; 
presidents	mopresidente;  bapresidente; 
presiding	dula setulo; 
press	kgatiso;  ho sidila;  tobetsa;  hatella; 
pressing	hatellang; 
pressures	kgatello; dikgatello; 
prestigious	ka monyetla; 
presumed	nahanne; 
pretty	 tsoteha; rateha;  kgahleha; 
prevail	leng teng; 
prevailing	e leng teng; 
prevalence	ho ata ha tshwaetso; 
prevent	 ho thibela; thibela; 
prevented	 ho thibela; thibela; 
preventing	 ho thibela;  thibelang; thibela; 
prevention	thibelo; 
previous	fetileng; 
previously	pelenyana; 
price	theko;  poreisi; 
prices	theko;  ditheko;  poreisi; 
pricing	theko;  poreisi; 
pride	 boithoriso; boikgantsho; 
prima	ya bohlokwa; 
primarily	haholoholo; 
primary	 ya bohlokwa; haholo;  ya sehlooho;  ; 
prime	ya bohlokwa; 
principal	mosuwehlooho;  tlotloqalo; 
principals	tlotloqalo;  hlooho ya sekolo; basuwehlooho; 
principles	ditheo; ditumelo; 
print	kgatiso;  hatisa; 
printed	hatisa;  hatisitswe;  hatisitse;  ho hatisa; 
printing	kgatiso;  hatisa; ho hatisa;  kgatiso; 
prior	pele ho; 
priorities	bohlokwa; 
prioritised	hlophisitse ka bohlokwa ba tatelano; 
priority	bohlokwa; 
prison	tjhankane;  teronko; 
prisons	ditjhankane;  diteronko; 
privacy	lekunutu;  boinotshi; 
private	-eseng ya bohle; 
privilege	ho ba monyetla; 
privileged	bile le monyetla; 
privileges	tokelo; 
pro	tshehetso ya tshisinyo; tumellano le tlhahiso; 
proactive	thibelo ya pele; 
probably	mohlomong; 
probation	tlhokomelo ya nako e beilweng; 
probe	leka; 
problem	 marara; bothata; 
problems	 marara; tea; mathata; 
procedural	ho latela mokgwa wa tshebetso; 
procedure	tsamaiso;  mokgwatshebetso; 
procedures	ditsamaiso;  mekgwatshebetso; 
proceed	tswela pele; 
proceeding	tsamaiso ya lenane; 
proceedings	diketsahalo; 
proceeds	tswela pele; 
process	 sebetsa;  ketsahalo e tswellang; tshebetso; 
processed	 sebetsa;  ketsahalo e tswellang; tshebetso; 
processes	sebetsa;  ketsahalo e tswellang;  ditshebetso; 
processing	 sebetsa;  ketsahalo e tswellang; tshebetso; 
procession	mokoloko; 
proclamation	phatlalatso;  kgoeletso; 
procurement	phumantsho;  phumano; 
produce	hlahisa; 
produced	bea;  dibewa; hlahisa; 
producer	mohlahisi; 
producers	mohlahisi; 
produces	bea; hlahisa;  dibehwa; 
producing	bea;  dibewa; hlahisa; 
product	sehlahiswa; 
productions	ditlhahiso; 
productive	-hlahisang; 
products	 dibewa; diatiso;  dibehwa; dihlahiswa; 
professional	setsebi;  -profeshenale; 
professionals	 diprofeshenale; ditsebi; 
professor	moprofesara; 
profile	ponohlakore; nalane; 
profit	 peollo; phaello; 
profits	 peollo; phaello;  diphaello; 
profound	ya bohlokwa; 
program	lenaneo; 
programme	lenaneo; 
programmed	lenaneo; 
programmes	mananeo; 
programming	 tlhophiso ya mananeo; bongodi; 
programs	mananeo; 
progress	 ho tswela pele; tswelopele; 
progression	tatelano; tswelopele; 
progressive	-atlehileng; 
prohibit	thibela; 
prohibited	 thibetse; thibela; 
prohibition	thibelo; 
project	 ho porojekta; morero; 
projected	 ho porojekta; morero; 
projection	ho bontsha;  tahlelo; 
projections	ho bontsha;  tahlelo; 
projects	 ho porojekta; merero;  ho lepa; 
prominent	ya bohlokwa; 
promote	phahamisa;  -kgothalletsa; 
promoted	phahamisa;  -kgothalletsa;  phahamisitse; 
promotes	phahamisa;  -kgothalletsa; 
promoting	phahamisa;  -kgothalletsa;  kgothaletsang; 
promotion	phahamiso; 
promptly	ka potlako; 
promulgated	hlalositse;  qaqisetso; hlabolotse hore;  qaqisitse;  tlhaloso; 
proper	nepahetseng; 
properly	ka tshwanelo; 
properties	diphapantsho;  mabopi; maruo; 
property	 phapantsho;  lebopi; leruo; 
proportion	kabelo;  tekanyetso ya matla; 
proposals	ditlhahiso; 
propose	hlahisa;  sisinya; kgothaletsa; 
proposed	 kgothaleditse;  sisintse; hlahisa; 
proposes	hlahisa;  kgothaletsa;  sisinya; 
prosecute	qosa;  ahlola; 
prosecuted	qositse; 
prosecuting	qosang;  ahlolang; 
prosecution	qoso; 
prosecutions	 diqoso; qoso; 
prosecutor	motjhotjhisi; 
prosecutors	motjhotjhisi; 
prospect	ho batla dirashwa; 
prospecting	 ho batla dirashwa;  lebeletsang; lebeletseng; 
prospective	lebeletsweng; 
prospects	ditebello;  ho batla dirashwa; 
prospectus	bukana ya tlhahisoleseding; 
prosperity	tswelopele; 
prosperous	 tswetseng pele; atlehile; 
prostitution	bootswa; 
protect	 -sireletsa; sireletsa;  ho sireletsa; 
protected	 sireleditse;  -sireletsa; sireletsa;  ho sireletsa; 
protecting	 -sireletsa; sireletsa;  ho sireletsa; 
protection	tshireletso;  mosireletsi; 
protective	tshireletsang; sireletsang;  baballang; 
protector	Motshireletsi; 
protest	 kganyetso; boipelaetso;  hanyetsa; 
protests	boipelaetso;  dikganyetso;  hanyetsa; 
protocol	lenaneo la kalafo; 
protocols	mananeo a kalafo;  lenaneo la kalafo; 
proud	motlotlo; 
proudly	ka motlotlo; 
provided	hlokomela;  fane;  fepela; 
provident	ya tlhokomelo; 
provider	 mofani; mohlokomedi;  mofepedi; 
providers	 bafepedi;  bahlokomedi; bafani; 
province	karolo;  porovense; 
province's	ya provense; 
provinces	dikarolo; diprovense; 
provincial	ya provense; 
provisional	nakwana; ya nakwana; 
proviso	ka dipehelo;  ka ditaelo; 
proxy	moemedi;  mokgethwa; 
prudent	bohlokwa; 
prudential	ka bohlokwa;  ka tlhokomelo; 
public	tjekelele;  batho bohle; 
publication	phatlalatso; 
publications	diphatlalatso; 
publicly	phatlalatso; 
publish	phatlalatsa; 
published	phatlalatsa; 
publisher	 mophatlalatsi; mohatisi; 
publishers	 bahatisi; baphatlalatsi; 
publishes	phatlalatsa; 
publishing	phatlalatsa; 
punishment	kotlo; 
purchase	reka; 
purchased	reka; 
purchases	reka; 
purporting	kgothaletsang; 
purpose	tebo; 
purposes	tebo; 
pursuant	qobellang; 
pursue	qobella; 
pursued	qobeletse; 
pursuing	qobellang; 
pursuit	qobello; 
push	sututsa; 
put	beha; 
puts	beha; 
putting	behang; 
qualification	 boithutelo; lengolo la thuto; 
qualifications	lengolo (mangolo) a thuto; 
qualified	rutehile; 
qualify	 ho tshwanela;  ho phunyeletsa;  kgetha; boleng; 
qualifying	 ho tshwanela;  ho phunyeletsa;  kgetha; boleng; 
qualitative	hlalosang kapa le kgethang; 
qualities	boleng; 
quality	boleng; 
quantity	bokakang;  bokaakang; 
quarter	kotara;  kgwedi-tharo; 
quarterly	ka kotara le kotara; 
quarters	dikotara; 
queen	mofumahadi; 
queries	boipelaetso; 
quest	ho batla ka thata; 
question	potso; 
questioned	 botsitse; potso; 
questionnaire	lenane la dipotso; 
questionnaires	lenane la dipotso; 
questions	potso; 
quickly	ka potlako; 
quinine	kwinine; 
quite	 tiiso; toboketso; 
quorum	khoramo; 
quotation	qotso; 
quotations	qotso; 
quote	khouta; 
race	 lebelo;  peiso;  morabe;  ho beisa; mofuta; 
races	merabe; 
racial	semorabe; 
racism	kgethollo ya morabe; 
radio	 selaolamaqhubu;  radiyo;  seyalemoya; radio; 
raid	tlhaselo; 
rail	sefole; 
railway	 ditereneng; seporo; 
rain	 ho na; pula;  pula e a na; 
rainbow	mookodi; 
rainfall	pula; 
raise	phahamisa; 
raised	phahamisa; 
raises	phahamisa; 
raising	phahamisa;  phahamisang; 
rally	pitso; 
rand	ranta; 
range	paka;  ho ka fihlelwang; 
ranges	paka; tekanyo;  ho ka fihlelwang; 
ranging	paka; tekanyo;  ho ka fihlelwang; 
rank	 hlahlamisa ka maemo; maemo; 
ranks	 dikgato;  mehato; maemo; 
rape	 beta;  ho beta;  -beta; peto; 
rapid	 phorohlo;  phororo; potlakang; 
rapidly	potlako; 
rare	ke ya sewelo;  ha e fumane; 
rate	lebelo;  lebelo la tswelopele; 
rates	sekepele; 
rather	mpa; 
ratification	netefatsa;  tiisa; 
ratified	tiisitse;  netefaditse; 
rating	beha boemong bo itseng; 
ratings	beha boemong bo itseng; 
ratio	kabo;  reshio; 
rationalisation	mohopolo;  monahano; 
raw	tala; 
re	malebana le; 
reach	fihlella; 
reached	fihleletse; 
reaching	fihlellang; 
read	bala; 
reader	mmadi; 
readers	mmadi; 
readily	lokile; 
readiness	ho loka; 
reading	palo;  ho bala; 
ready	lokile; 
reaffirm	netefatsa;  dumela;  tiisa;  amohela hape; 
real	ya nnete; 
realise	fumana; 
realised	hlokometse; 
realising	hlokomelang; 
realities	 bojwalo; tlhaho;  dinnete; 
reality	 bojwalo;  tlhaho; nnete; 
realization	tlhokomelo; 
realize	hlokomela; 
really	ka nnete; 
reason	 ho hlahisa lebaka; lebaka; 
reasonable	utlwahala; 
reasonably	ka kutlwisiso; 
reasons	 ho hlahisa lebaka; mabaka; 
reburial	polokopoeletso; 
recall	ho tlosa setulong; 
recapitalisation	thuso ya tefello; 
receipt	 resiti; rasiti; 
receipts	 resiti; rasiti; 
receive	amohela; 
received	 amohetse; amohela; 
receives	amohela; 
receiving	amohela; 
recent	ya jwale; 
recently	ha jwale; 
reception	kamohelo; 
recession	 mathata a kgwebo; kgaello ya kgwebo;  phokolo ya kgwebo; 
recipient	moamohedi; 
recipients	baamohedi; 
reclaim	buseletsa;  qosa hape; 
recognise	 dumela; amohela; 
recognised	ananetse; 
recognises	ananela; 
recognising	ananelang; 
recognition	kelello;  temoho; 
recognize	hlokomela; 
recognized	hlokometse; 
recommend	kgothaletsa; 
recommendation	kgothaletso; 
recommendations	dikgothaletso; dipabatso; 
recommended	 kgothaleditse; kgothaletsa; 
recommends	kgothaletsa; 
reconciliation	poelano; 
reconstruction	kahobotjha; 
record	 ho beha; rekoto;  bukaphahlo;  -ngola; 
recorded	 ho beha;  ngotse; rekoto;  bukaphahlo;  -ngola; 
recording	kgatiso; 
records	 ho beha; direkoto;  direkoto; Dibukaphahlo;  -ngola; 
recover	kgutlisa; 
recovered	 kgutlisitse;  hlaphohetswe; kgutlisa; hlaphohelwa; 
recovery	 ho fola; nyoloha; 
recreation	phomolo;  ntjhafatso;  boithabiso; 
recreational	ya boithapollo; 
recruitment	patlisiso;  thaotho; 
rectify	lokisa; 
recycling	 tshebedisopheto ya metsi; tshebedisopheto; 
red	kgubedu; 
redistribution	kabobotjha; 
redress	tokisobotjha; lokisa; 
reduce	 fetolela; fokotsa; 
reduced	 fetolela;  fetoletse; fokotsa; 
reducing	 fokotsang;  fetolela; fokotsa; 
reduction	phokotseho; 
reductions	phokotseho; diphokotseho; 
refer	fetisetsa; 
reference	phetisetso; 
references	 phetisetso; mehlodi; 
referral	phetisetso; 
referred	fetiseditse; 
referring	fetisetsang; 
refers	fetisa; 
refined	hlwekiswang; 
reflect	bontsha; 
reflected	 bontshitse; bontsha; 
reflecting	bontsha; 
reflection	sesupo;  kgutliso; 
reflective	 senola; bontsha; 
reflects	bontsha; 
reform	 ho ntjhafatsa;  phetolo; ntjhafatso; 
reforms	 dintjhafatso;  ho ntjhafatsa;  phetolo; ntjhafatso; 
refund	kgutlisetsa;  busetsa; 
refurbishment	 ntjhafatso;  tlhabollo; ntlafatso; 
refusal	kgano; 
refuse	 ho hana; tshila; 
refused	 ho hana;  hanne; tshila; 
refuses	 ditshila / matlakala;  ho hana; tshila; 
regard	ananela;  tsotella; 
regarded	 tsoteletse; ananetse; 
regarding	malebana; 
regardless	ho sa tsotellwe; 
regards	ananela;  tsotella; 
regeneration	tlhabollo ya moloko; 
regime	mmuso; 
region	lebatowa; 
regional	setereke;  - lebatowa; 
regions	mabatowa; 
register	rejisetara; 
registered	Rejistara; rejisetara;  ngodisitse; 
registering	Rejistara;  ngodisang; rejisetara; 
registers	rejisetara; rejistara; 
registrar	mongodisi; 
registration	boingodiso; 
registries	bongodisi; 
registry	bongodisi; 
regular	tlwaelehileng;  ka molao;  ka mehla; 
regularly	 tsepamo; kgafetsa; 
regulate	 ho laola; laola; 
regulated	 ho laola; laola; 
regulates	 ho laola; laola; 
regulating	 laolang;  ho laola; laola; 
regulation	molao; 
regulations	molao; 
regulator	 selaodi; molaodi; 
regulators	balaodi;  dilaodi; 
regulatory	e tsamaisang;  e laolang; 
rehabilitation	tsoso; 
rehearsal	boitokiso; 
rehearsals	boitokiso; 
reinforce	matlafatsa; 
reintegration	kenyeletsobotjha; 
reiterate	hlakisa;  toboketsa;  hatella; 
reiterated	 tobokeditse; hlakisitse;  hateletse; 
reject	 sehlahiswa se phoso; hana; 
rejected	 sehlahiswa se phoso; hana;  hanne; 
relate	amana; 
related	tswalana;  ho tswalana;  -amanang; 
relates	amana; 
relating	amanang; 
relations	dikamano; 
relationship	 ho ratana; leloko; 
relationships	dikamano;  maloko;  ho ratana; kamano; 
relative	 babo; leloko; 
relatively	ka palohare; 
relatives	 ba leloko;  babo; leloko; 
release	phatlalatsa; 
released	phatlalatsa; lokolla;  lokolotse; 
releases	phatlalatsa; lokolla; 
relevance	tshwaneleho; 
relevant	nepaneng; 
reliable	tshepahala;  e tshepahalang; 
relief	popeho;  hlaphohelo; 
religion	bodumedi; 
religions	 ditumelo; bodumedi; 
religious	bodumedi;  sedumedi; 
rely	itshetleha;  tshepa; 
remain	sala; 
remainder	ho setseng;  - setseng; 
remained	sala;  setse; 
remaining	sala; 
remains	masalla; 
remand	 ho kgutlisetsa; ho busetsa; 
remarkable	 tsotehang;  kgahlehang; bohehang;  ratehang; 
remarks	dipuo; 
remedies	pheko;  dipheko; 
remedy	pheko; 
remember	hopola;  -hopola; 
remembered	hopola;  hopotse;  -hopola; 
remembrance	mohopolo;  kgopolo;  monahano; 
reminder	kgopotso; 
reminders	dikgopotso; 
remote	hole; 
remove	tlosa; 
removed	tlositse; 
removing	tlosang; 
remuneration	putso; 
rename	reha botjha; 
renamed	reha botjha; 
renaming	reha botjha; 
render	etsa; phethahatsa; fana; 
rendered	entse;  phethahaditse;  fane; 
rendering	 phethahatsang;  fanang; etsang; 
renew	ntjhafatsa; 
renewable	e ntjhafatsehang; 
renewal	ntjhafatso; 
renewed	ntjhafatsa; 
renovations	 ditlhabollo; ditokiso; 
renowned	tummeng;  tsebisahalang; 
rent	rente;  ho hira; 
rental	ya rente; 
repair	lokisa;  tokiso; 
repairs	 ditokiso; lokisa;  tokiso; 
repatriation	kgutlisa;  busetsa;  kgutliso; 
repeat	pheta; 
replace	nkela sebaka; 
replaced	nkela sebaka; kenela; 
replacement	ho nkela sebaka; 
report	pehelo;  tlaleha;  tlaleho;  peho; 
report-back	pehelo;  tlaleho; 
reported	pehelo;  tlaleha;  tlaleho;  peho; 
reporting	pehelo;  tlaleha;  tlaleho;  peho; 
reports	 tlaleha; dipehelo;  peho;  ditlaleho; 
reposition	phetolo ya boemo; 
repositioning	phetolo ya boemo; 
repository	 polokelong; tshireletsong; 
represent	emela;  -emela; 
representation	kemedi;  kemelo; 
representations	dikemedi; dikemelo; 
representative	moemedi; 
representatives	baemedi; 
represented	emela;  -emela; 
representing	emela;  -emela; 
represents	emela;  -emela; 
repressive	kgatello; 
republic	repaboliki; 
republics	direphaboliki; 
request	kopo; 
requested	kopo; 
requester	mokopi; 
requesting	 kopang; kopo; 
requests	dikopo; 
require	batla; 
required	batla; 
requirement	tlhoko; 
requires	batla; 
requiring	batla; 
requisite	 e hlokehang; e batlehang; 
rescue	 -pholosa;  ho pholosa; pholosa; 
research	patlisiso; 
researcher	mofuputsi; 
researchers	bafuputsi; 
reserve	 risefe; boloka; 
reserved	babaletswe;  diresefe; boloketswe;  reseve;  beheleditswe; 
reserves	boloka; 
resident	moahi; 
residents	 moahi; baahi; 
resides	 ahile; dula; 
residing	 ahang; dulang; 
resignation	boitlamollo; 
resilience	 kganano; thibelo; 
resistance	 kganyetso;  ho hanana le moriana; matla; 
resolution	tharollo;  phetho; 
resolutions	 ditharollo; diphetho; 
resolved	rarolla;  rarolotse; 
resolving	rarollang; rarabolla; 
resounding	ya bohlokwa; 
resources	mehlodi; 
respect	 tlhompho; hlompha;  -hlompha; 
respected	 tlhompho; hlompha;  hlomphile;  -hlompha; 
respective	 ya pele; hlomphehang; 
respects	 tlhompho; hlompha;  -hlompha; 
respond	araba; 
responded	araba; 
respondent	moarabi; moikarabelli; 
respondents	baarabi; baikarabelli; 
responding	araba; 
responds	araba; 
responsibilities	boikarabelo; 
responsibility	boikarabelo; 
responsible	ikarabela; 
responsive	 arabang; arabelang; 
rest	phomolo;  letshwao la kgefutso;  -phomola; 
restitution	kgutlisetso ya ditshwanelo tsa lenyalo; 
restoration	polokobotjha; 
restorative	polokobotjha; 
restraint	thibetswe; 
restricted	 haellang; thibetswe; 
restriction	thibelo; 
restrictions	dithibelo; 
restructuring	tlhophisobotjha; 
result	 searolo;  sephetho; karabo;  sepheto; 
resulted	 searolo;  sephetho; karabo; seatiso;  sepheto; 
resulting	 searolo;  sephetho; karabo; seatiso;  sepheto; 
results	 dikarabo;  searolo; seatiso; diphetho; 
retail	thekiso ka bonnyane; 
retain	baballa; 
retained	babaletse; 
retention	paballo; 
retirement	phomolo; 
retrieval	phumano; 
return	kgutlisa;  kgutliso; 
returned	kgutlisitse; 
returns	kgutlisa; 
reveal	senola; 
revealed	senolotse; 
revenue	lekgetho; 
revenues	lekgetho; 
reverse	fapaneng; 
revise	pheta; 
revised	 phetile; pheta; 
revision	 pheto; poeletso; 
revisions	dipoeletso;  pheto; poeletso; 
revitalisation	tsoseletso;  tsosoloso; 
revoke	tsoseletso;  tsosoloso; 
revolution	 revolushene;  phetohelo; potoloho; 
revolutionary	-fetolang;  morevolushenari; 
rhino	kubu; 
rich	ruile; 
right	toka;  le letona;  ka nepo;  tona; 
rightful	nepahetseng; 
rights	ditokelo; 
rise	nyoloha;  ho phahama; 
rising	tsohang; 
risk	kotsi; 
risks	kotsi;  dikotsi; 
river	noka; 
rivers	dinoka; 
road	tsela;  mmila; 
roads	tsela;  mebila; 
robust	matlafetseng; 
rock	lefika; 
rod	 lere; thupa; 
role	seabo; 
role-players	 bankakarolo; baamehi; 
roles	diabo; 
roll	palo;  rolo ya lesela; 
roll-out	tshebetso; 
rolled	palo;  rolo ya lesela; 
rolling	sebetsang;  thetehang;  tswelang pele; 
rollout	tshebetso; 
rolls	theteha; 
room	phaposi; 
rooms	phaposi;  diphaposi; 
root	motso; 
rooted	 tsheheditswe; theilwe;  hlometswe; 
roots	metso;  methapo; 
rose	nyoloha;  ho phahama; 
round	 potetsa;  pinatatelano; tjhitja;  e kgedikwe;  kgedikwe; 
rounded	 potetsa;  pinatatelano; tjhitja;  e kgedikwe;  kgedikwe; 
roundtable	tafole e sedikadikwe; 
route	 ditsela; tsela; 
routes	ditsela; 
routine	tlwaelo;  setepe; 
royalties	ditsiane; 
royalty	tsiane; 
rugby	ragbi; 
rule	 molawana; molao;  rula; 
rules	 melawana; melao;  rula; 
ruling	qeto; 
rulings	qeto; 
run	matha; 
runs	matha; 
rural	naheng;  mahae;  -mahaeng; 
sacred	 -halalelang; halalelang; 
sacrifice	 setjheso; -nehela;  ho intsha sehlabelo; 
sacrifices	ho intsha sehlabelo;  ditjheso;  -nehela; 
sad	-swabileng;  sulafaletswe; 
saddened	halefile; 
sadness	tlhonamo; 
safe	boloka;  bolokehile;  -bolokehileng;  polokelo; 
safeguard	tshireletso; 
safeguarding	tshireletso; 
