ABET	IABET; 
automated	sebenzisa oomatshini abazihambelayo; 
automatically	ngokuzenzekelayo; 
availability	 ukusebenziseka; ukufumaneka; 
avenue	iavenyu; 
avenues	iiavenyu; 
average	umndilili;  eavareji; 
aviation	uhambo ngomoya; 
avoid	 ukucezela;  nqanda; phepha; 
avoidance	ukuphepha;  intlonipho; 
awaiting	ukulindela; 
award	umvuzo;  imbasa;  nika; 
awarded	 iimbasa; imivuzo;  nikwe; 
awarding	 ukunika imbasa;  ukunika umvuzo; ukunika; 
awards	 iminikelo;  iimbasa; imivuzo; 
aware	ukuqonda;  qonda; 
awareness	 ukuqonda; ukwazi; 
away	 lahla; kude; ngekho;  susa; 
babies	iintsana; 
baby	usana; 
back	emva;  umva wolwimi;  umva wesandla;  umsundulo;  igxalaba; 
backdrop	 indawo engasemva; umva weqonga ozotyiweyo; 
background	 indawo engemva; imvelaphi; 
backgrounds	iimvelaphi; iindawo ezingemva; 
backlog	umsebenzi osalele emva; 
backlogs	imisebenzi esalele emva; 
bad	ngcolileyo; khohlakeleyo; bi;  bolileyo; 
bag	ingxowa; 
bail	ibheyile; 
bake	bhaka;  ukubhaka; 
baking	ukubhaka; 
balance	 intsalela; ukulingana;  isikali;  ukuzinza;  ukulinganisa;  ukulungelelanisa;  ukundindana;  ukuqoshelisa; 
balanced	lungeleleneyo;  zinzileyo; 
balances	 izikali;  iziqoshelisi;  izindindanisi; iintsalela;  imilinganiso;  izilungelelanisi;  izizinzisi; izilinganisi; 
ball	ibhola; 
ballet	umdlalo obalisa imbali ngokudanisa; 
band	ibhanti;  igubu; 
bank	ibhanki;  udonga lomlambo; 
banking	ukubhanka;  ukufumba; 
banks	iibhanki;  iindonga zomlambo; 
baobab	umthi webaobab; 
bar	ibhari;  umlinganiselo wexesha emculweni; 
bargain	isigqibo;  isisulu; 
bargaining	ukwenza isisulu;  ukwenza isigqibo; 
barrier	isithintelo; 
barriers	izithintelo; 
base	 isisekelo;  ichiza lokwenza ityuwa;  isiseko sobalo; isiseko;  umzantsi; 
based	 izisekelo;  isiseko sobalo; isiseko;  umzantsi; iziseko-mandla zokuziphinda-phinda;  amachiza okwenza ityuwa; 
baseline	umgca wesiseko; 
basic	-sisiseko; 
basics	iziseko; 
basis	isiseko; 
basket	umnyazi; 
battle	idabi; 
bay	itheku; 
be	yiba; 
beach	unxweme; 
beaches	amanxweme; 
bear	ibhere; 
bearers	abaphathi-ncwadi; 
bears	amabhere; 
beautiful	bukekayo; mhle; 
beauty	ubuhle; 
became	ukuba; 
because	 ngokokuba;  ngokuba; kuba;  ngenxa; 
become	ukuba; 
becomes	ukuba; 
becoming	ukuba; 
bed	ibhedi;  intsele; 
beds	iibhedi; iintsele; 
bee	inyosi; 
been	 ibe; ube; 
beer	utywala; 
before	ngaphambi; 
began	qalile; 
begin	qala; 
beginning	ekuqaleni; 
begins	uqala; 
begun	uqalile; 
behalf	 egameni; ngenxa; 
behaviour	 izimbo; ukuziphatha; 
behind	emva; 
being	 ubukho; umntu; 
beings	abantu; 
belief	inkolo;  inkolelo; 
beliefs	iinkolo;  iinkolelo; 
believe	kholelwa ; kholwa; 
believed	kholelwe;  kholiwe; 
believes	kholwa; 
believing	okholwayo; 
belong	 ubumnini;  eyakho; eyam; 
belonging	impahla yomnini; 
belongs	eyomninini; 
beloved	 othandekayo; isithandwa;  intanda; 
below	ngezantsi; 
benchmark	isilinganiso sokulinganisa; 
beneficial	 enoncedo;  encedayo; eluncedo; 
beneficiaries	abafumana uncedo;  abazuzi boncendo; abahlomli; 
beneficiary	 ozuza uncedo; ofumana uncedo; umhlomli; 
benefit	 ingenelo; ukunceda; 
benefited	ncedekile;  zuzile; 
benefits	amancedo; 
best	iqula; 
better	ngcono;  bhetele;  lungile;  kakuhle kunoku; 
between	phakathi; 
beyond	 ngaphesheya; ngaphaya; 
bid	biza ixabiso;  ukubiza ixabiso; 
bidders	ababizi-xabiso; 
bids	izibizi-xabiso; 
biennale	nyaka-mbini; 
big	nkulu; 
bigger	elikhulu; 
biggest	elona likhulu; 
bilateral	 kumacala amabini; amacala amabini; 
bill	ityala;  umlomo wentaka;  iakhawunti;  umthetho oyilwayo;  ukuthumela ibhili;  umthetho osayilwayo; 
billion	isigidi sezigidi; 
bills	imthetho eyilwayo;  umlomo wentaka;  iiakhawunti;  ukuthumela iibhili; amatyala;  umthetho osayilwayo; 
bind	bopha; 
binding	umqukumbelo; 
bingo	umdlalo wamakhasi; 
biodiversity	izityalo nezilwanyana ezahlukeneyo; 
biological	 eyenzululwazi ngezilwanyana nezityalo; eyebhayoloji; 
bird	intaka; 
birds	iintaka; 
birth	 ukuzala; ukubeleka; 
birthday	umhla wokuzalwa; 
black	mnyama; 
blacks	abamnyama; 
blind	ukungaboni;  oyimfama;  ukumfamekisa;  ukumfameka; 
block	isambuku;  ibhloko;  isiqobo;  iqhekeza lomkhenkce; 
blood	 ujikelezo lwegazi; igazi; 
blue	-luhlaza okwesibhakabhaka;  ezuba;  iblowu; 
board	ibhodi;  uqweqwe lwephepha;  iqumrhu lophando; 
boards	iibhodi; 
boasts	iziqhayiso; 
bodies	 iibhodi; ukuyondelelana kweesuphu;  iziqu; imizimba; 
bodily	ngomzimba; 
body	 ibhodi;  isiqu; umzimba; 
bold	khaliphileyo;  ngqindilili;  nobunganga; cacileyo; 
bona fida	bona fide; 
bond	oonobumba; 
bonds	oonobumba; 
book	incwadi; 
books	iincwadi; 
boom	 ixhesha lendyebo; umqobo; 
boost	 inkuthazo;  isomelezo; inkxaso;  ukuqhubela phambili; 
border	umda;  umqukumbelo;  ukuqukumbela; 
borders	imida;  imiqukumbelo; 
born	vele;  zelwe; 
borne	thwele; 
borrow	 boleka; ukuboleka; 
borrowing	 boleka; ukuboleka; 
boss	ukuhombisa ngqukuva; 
botanical	eyebhotani;  eyolwazi lwezityalo; 
both	zombini; 
bottom	 umphantsi; umzantsi; 
bought	thengile; 
bound	ukubhayindisha; bopha; 
boundaries	imida; 
boundary	umda; 
box	 ityeya; ibhokisi;  ukunqinda; 
boy	inkwenkwe; 
boys	amakhwenkwe; 
brackets	oonokona;  izibiyeli; 
branch	 ingcambu engenelelayo;  yenza amasebe; isebe;  naba; 
branches	amasebe;  yenza amasebe;  amasebe angenelelayo; 
brand	uhlobo lwemveliso olulodwa; 
brave	khalipha; 
bravery	ubugorha; 
breach	 ulwaphulo;  ukutyhoboza; isithuba; 
breadth	ububanzi; 
break	ukwaphula umthetho;  aphula;  ukuguquka kwelizwi; 
breakdown	 ukwaphuka; ukonakala; 
breakfast	isidlo sakusasa; 
breaking	ukuqhekeza isonka; 
breakthrough	 ukutyhoboza; impumelelo; 
bridge	 umchankcatho;  ibhulorho; ibrorho; 
bridging	 ukwenza ibhulorho; ukwakha umchankcatho;  ukwenza ibrorho; 
brief	ukuchaza; 
briefed	ukuchaza; 
briefing	ingcaciso; 
briefly	ngokufutshane; 
briefs	ukuchaza; 
bring	zisa; 
bringing	ukuzisa; 
brings	uzisa; 
broad	-banzi; 
broad-based	enesiseko esibanzi; 
broadband	ibhanti elibanzi; 
broadcast	usasazo;  ukusasaza; 
broadcaster	umsasazi; 
broadcasters	abasasazi; 
broadcasting	ukusasaza; 
broaden	 ukutweza;  ukwenza banzi; ukuvula; 
broadening	 ukutweza;  ukwenza banzi; ukuvula; 
broader	-banzi; 
broadly	ngokubanzi; 
brochure	ibrowutsha;  incwandana; 
brochures	incwandana;  iibrowutsha+D269; 
brother	ubhuti;  umnakwethu; 
brothers	oobhuti;  abanakwethu; 
brought	zisile; 
brutal	nobungonyama; 
brutality	 ngobulwanyana; ngobungonyama;  ngengcwangu; 
budget	uqingqo-mali;  hlahla imali; 
budgetary	Eyohlahlo-mali;  Eyolwabiwo-mali; 
budgeted	yenzelwe uqingqo-mali;  kuhlahlwe imali; yenzelwe uhlahlo lwabiwo-mali; 
budgeting	uhlahlo lwabiwo-mali; ukuhlahla imali;  uqingqo-mali; 
budgets	amahlahlo-mali;  amahlahlo lwabiwo-mali;  amaqingqo-mali; 
buffalo	inyathi; 
build	 -akha; ukwakha; 
build-up	ukunyusa;  ukwanda;  ukuncoma; 
building	isakhiwo;  isitena sokwakha; 
buildings	izakhiwo;  izitena zokwakha; 
built	 -akha; ukwakha; 
bulk	 ngobuninzi; ngobukhulu;  isambuku; 
burden	umthwalo; 
bureau	iziko; 
buried	ngcwaba; 
burning	etshisayo;  evuthayo; 
bursaries	izibonelelo-mali zemfundo; 
bury	ngcwaba; 
bus	ibhasi;  uduladula; 
business	ishishini; 
businesses	amashishini; 
bust	umfanekiso oqingqiweyo womntla womntu; 
busy	ukuxakeka; 
but	kodwa;  koko; 
buy	 thenga; ukuthenga; 
by	 ngo;  nge; nga; 
cabinet	 isigqeba sombuso; ikhabhinethi; 
calculate	 ukubala; bala; 
calculated	balile; 
calculating	ukubala; 
calculation	ubalo; 
calendar	ikhalenda; 
call	 ukuhambela; ukubiza;  ukukhwaza;  ukumema; 
called	 memezile;  memile;  hambele; bizile;  khwazile; 
calling	ubizo; 
calls	 iihambelo; izimemo;  imikhwazo;  izimemezo; 
came	bezile;  ezile;  uzile;  izile; 
camp	misa intente;  inkampu;  ikampu; 
campaign	iphulo;  imfazwe;  iphulo lonyulo; 
campaigns	amaphulo;  iimfazwe; 
camps	 misa iintente;  iinkampu; iinkampu; 
campus	 wesikolo okanye weyunivesithi; umhlaba wekholeji; 
campuses	 yesikolo okanye yeyunivesithi; imihlaba yekholeji; 
can	inkonkxa; 
can't	asinakho;  andinakho; akanakho;  abanakho; 
cancel	ukuhlaba; 
cancellation	ukurhoxisa;  ukuhlaba; 
cancelled	ukuhlaba; 
cancer	umhlaza; 
candidate	umgqatswa;  umviwa; 
candidates	umgqatswa;  umviwa; 
cannot	abange- ; andinge-;  asinge-;  akange-; 
cant	ukuthambeka; Uhanahaniso; 
cap	umnqwazi;  ukuthweswa indwe; 
capabilities	izakhono;  amandla okwenza;  iziphiwo; 
capability	 isakhono; ulwazi;  isiphiwo;  ubuchule;  amandla okwenza; 
capacities	 umbilini; umthamo; 
capacity	 umbilini; umthamo; 
capacity-building	ukuxhobisa ngezakhono; 
cape	iphondo; 
capita	imali yomntu ngamnye; 
capital	inkunzi;  ikomkhulu; 
caps	iminqwazi;  ukuthweswa indwe; 
capture	ukuthatha; 
captured	xhwiliwe; ukuthatha; 
captures	ukuthatha; xhwila; 
car	inqwelo-mafutha; 
carbon	 ikhabhoni; isilahle; 
card	ikhadi; 
cards	 amakhasi;  isixhobo sokuchaza uboya; amakhadi; 
care	 inyameko; ukukhathalela;  ukunyameka; 
career	 ixesha lemfundo; uhlobo lomsebenzi; 
careers	 amaxesha emfundo; uhlobo lomsebenzi; 
carefully	 ngobulumko; ngocoselelo;  ngononophelo;  ngenyameko;  ngenkathalo; 
cargo	 umthwalo wenqanawa; umthwalo; 
caring	 inyameko; ukukhathalela;  ukunyameka; 
carnival	imidlalo nemigcobo eyenziwa ekuhleni; 
carpet	ikhaphethi; 
carried	phethwe;  thwelwe; 
carries	thwala; phatha; 
carry	thwala; phatha; 
case	ityala;  ibhokisi; 
cases	amatyala; amabhokisi; 
cash	imali esesandleni; 
cast	isibumbeli;  ukujula; ukulahla;  ukuphosa; 
catalogue	 ikhathalogu; uludwe; 
catalyst	isiphembeleli; 
catch	ubanjiso; 
categories	iindidi; 
category	udidi; 
cater	ukulungiselela ukutya;  ukubonelela ngokutya; 
catering	ukulungiselela ukutya;  ukubonelela ngokutya; 
cattle	iinkomo; 
caucus	igqugula; 
cause	isizathu;  unobangela; 
caused	isizathu;  unobangela; 
causes	isizathu;  oonobangela; 
causing	ebangela;  edala; 
cave	umqolomba; 
caves	umqolomba; 
cc	icc; 
cease	 nqumama;  phelisa;  phela; yeka; 
ceases	 nqumama;  phelisa;  phela; yeka; 
cedar	umsedare; 
celebrate	ukubhiyoza; 
celebrated	bhiyoza; ukubhiyoza; 
celebrates	imibhiyozo; 
celebrating	bhiyoza; ukubhiyoza; 
celebration	umbhiyozo; 
celebrations	imibhiyozo; 
cell	ibhetri;  iseli; 
cells	 iibhetri; iiseli; 
cellular	eneeseli; 
census	 ubalo lwabantu; ubalo; 
censuses	iinkqubo zobalo; 
cent	isenti; 
centenary	ikhulu leminyaka;  isikhumbuzo sekhulu leminyaka; 
center	 umbindi; iziko;  isazulu; 
central	esazulwini; 
centre	 umbindi; iziko;  isazulu; 
centres	 izazulu; amaziko;  imibindi; 
centuries	amakhulu;  iinkulungwane;  amakhulu eminyaka; 
century	 inkulungwane; inkulu; 
ceremonial	ngamatiletile; ngokusesikweni; 
ceremonies	amatheko; 
ceremony	itheko; 
certain	qinisekileyo; 
certainly	ngokuqinisekileyo; 
certainty	ingqiniseko; 
certificate	 ukuqinisela; isiqinisekiso; 
certificates	iziqinisekiso; 
certification	isiqinisekiso; 
certified	 qinisekisiwe; ngqinelwe; 
cession	unikelo; uyekelo; 
chain	 ityathanga; umxokelelwano; 
chair	isitulo; 
chaired	uchophele; 
chairman	usihlalo; 
chairperson	usihlalo; 
chairpersons	oosihlalo; 
challenge	 ukucela umngeni;  umceli mngeni;  ukubangisana ngebhola; umngeni; 
challenged	 ukucela umngeni;  umceli mngeni;  ukubangisana ngebhola; ubangiswano ngebhola; umngeni; 
challenges	imiceli mngeni; 
challenging	 ukucela umngeni;  umceli mngeni;  ukubangisana ngebhola; ubangiswano ngebhola; umngeni; 
chamber	igumbi leengxoxo; 
chambers	amagumbi; 
champion	intshatsheli; 
champions	iintshatsheli; 
championship	ubungqwayingqwayi;  ubuqhawe; ubuntshatsheli;  ;  ubunjuze; 
championships	 zobungqwayingqwayi;  zobunjuze; iinkqubo zobuntshatsheli; zobuqhawe; 
chance	ithuba;  ibhaqo;  ukulalela; 
change	 itshintshi;  inguquko; utshintsho;  ukutshintsha; 
changed	 itshintshi;  inguquko; utshintsho;  ukutshintsha; 
changes	iinguqu; 
changing	 itshintshi;  inguquko; utshintsho;  ukutshintsha; 
channel	ijelo;  inyoba; 
channels	imijelo; 
chapter	isahluko; 
chapters	izahluko; 
character	 umdlali;  isimilo; isimo;  umlinganiswa; 
characterised	ukulinganisa; 
characteristic	 eluphawu; uphawu; 
characteristics	iimpawu; 
characterize	ukulinganisa; 
characterized	ukulinganisa; 
characters	abalinganiswa; 
charge	 ukubekwa ityala; intlawulo;  ukuhlaziya;  isimangalo;  ukumangala; 
charges	iintlawuliso; 
charter	uxwebhu lwamalungelo;  iphepha lamalungelo; 
chartered	 ukwenza uxwebhu lwamalungelo; ukwenza iphepha lamalungelo; 
check	 ingqinisekiso; ukuqinisekisa; 
checked	qinisekisiwe; 
chemical	ngomchiza;  umchiza; 
cheque	itsheke;  itshekhi; 
chief	inkosi; 
child	umntwana; 
childhood	ubuntwana; 
children	abantwana; 
children's	abantwana; 
china	izitya zomdongwe; 
choice	ukukhetha; 
choices	ezikhethwayo; 
choir	ikwayari; 
choose	khetha; 
chose	khetha; 
chosen	khethiwe; 
chronic	engapheliyo; 
church	icawa; 
churches	iicawe; 
cinema	indawo yomfanekiso bhanya bhanya; 
cinemas	iisinema; 
circumstances	iimeko; 
cite	ukukhuphela isamani; 
cited	ukukhuphela isamani; 
cities	izixeko; 
citizen	ummi; 
citizenry	ubumi bomhlaba; 
citizens	abemi; 
citizenship	ubumi;  ulwazi ngentlalo; 
city	isixeko; 
civic	uhlalisano; ubom besixeko; 
civilian	umntu ongekho mkhosini;  ongekho mkhosini; 
claim	 isiqithi; ilungelo;  ukubanga; 
claimed	 bangiwe; bangile; 
claims	amabango; 
clarification	inkcazo;  ukucacisa; 
clarify	 cacisa;  ngcwengisa; ngcwenga; chaza; 
clarion	ixilongo; 
clarity	ukucaca; 
class	 ihlelo;  iklasi; udidi; 
classes	iindidi;  amahlelo;  iiklasi; 
classic	eyodidi; 
classics	ezodidi; 
classification	 ukuhlelwa; uhlelo;  ukuhlela; 
classroom	igumbi lokufundela; 
clause	umhlathi;  igatya; 
clauses	 imihlathi; amagatya; 
cleaning	ukucoca; 
clear	 cima; cacileyo;  lizolile;  zola; 
clearance	ukuphelisa;  ukucoca; 
clearing	ukucoca ibala; 
clearly	ngokucacileyo; 
clerk	 umabhalana; unobhala;  unobhala wenkundla; 
click	 yenza isandi; isiqhakancu; 
client	 umntu oncedwa yincutshe;  umxumi; umthengi; 
clients	abaxumi; 
climate	imozulu; 
clinic	iklinikhi;  isibhedlela sasemini;  ikliniki; 
clinical	eyesibhedlele; 
clinics	 izibhedlele zasemini; iikliniki; 
close	kufuphi;  lifuthile; 
closely	ngokusondeleyo; 
closer	kufuphi; 
closing	ukuvala; 
closure	uvaleleko; 
closures	imivalo; 
clothing	 izinxibo; impahla; 
club	iklabhu; 
clubs	iiklabhu; 
cluster	iqela;  isihloko; 
co	ico; 
co-operation	umanyano;  ukusebenzisana; 
co-ordinate	ukulungelelanisa; 
co-production	uveliso kunye; 
coach	 ibhasi ehambela iindawo ezikude; umqeqeshi;  ikhareji;  ukuqhelisa kwezemidlalo, izifundo, njl.njl.; 
coal	amalahle;  ilahle; 
coast	 ulwagcibe; unxweme; 
coastal	eyaselunxwemeni; 
coat	 mbathisa; uboya; 
code	uphawu;  ikhowudi; 
codes	 iikhowudi; iimpawu; 
coherent	namathelene; 
cohesion	ukunamathelana; 
cohesive	namathelana; 
cold	 kuyabanda; umkhuhlane;  kubanda;  ebandayo;  ingqele; 
collaborate	sebenza kunye; 
collaboration	intsebenziswano;  sebenzisana; 
collaborative	ngokusebenzisana;  ngokusebenza kunye; 
collapse	 ukubothoka; yiwa; 
colleagues	abalingane;  amaqabane;  amadlelane; 
collect	 ukubuthelana;  ukuqokelela ukukhongozela; qokelela; 
collected	 ukubuthelana;  ukuqokelela ukukhongozela; qokelela; 
collecting	 ukubuthelana;  ukuqokelela ukukhongozela; qokelela; 
collection	ingqokelela; 
collections	iingqokelela; 
collective	isininzi; ubumnini obudityanelweyo; 
collectively	ngesininzi; ngobumnini obudityanelweyo; 
college	ikholeji; 
colleges	iikholeji; 
colloquium	incoko; 
colonial	yesithanga; 
colonialism	ukwenziwa kwamathanga; 
colonies	ibutho lezilwanyana; izithanga; 
colony	 ibutho lezilwanyana; isithanga; 
colour	 umbala; ibala; 
coloured	-nebala; 
colours	imibala; 
column	uluhlu;  umsi onyukayo;  umsi wentabamlilo;  umhlathi;  intsika;  ucwangciso lwamasoldathi; 
com	icom; 
combat	ukulwa; 
combating	ukulwa; 
combination	 uhlanganiso; oonobumba; 
come	yiza; 
comedy	isiyoliso; 
comes	uyeza; 
coming	ukuza; 
comma	umsila;  isiphumlisi; 
command	umyalelo; 
commas	imisila;  iziphumlisi; 
commemorate	ukukhumbula; 
commemorating	ukukhumbula; 
commemoration	isikhumbuzo; 
commemorative	eyokukhumbuza; 
commence	sungula; qalisa; 
commenced	qalisile;  sungule; 
commencement	 isiqalo; ukuqala; 
commencing	 ukuqala;  ukusungula; ukuqalisa; 
commend	ncoma; nikela; 
commendable	ncomekayo; 
commensurate	lingeneyo; 
comment	amagqabantshintshi; 
comments	amagqabantshintshi; 
commercial	 orhwebo;  ezorhwebo; intengiso; 
commission	ikomishini; 
commissioned	ikomishini; 
commissioner	umfungisi; 
commissioners	iikhomishinala; abafungisi; 
commissions	iikomishini; 
commit	ukwenza into embi; 
commitment	ukuzibophelela;  isibophelelo; 
commitments	izibophelelo; 
commits	ukwenza; 
committed	wenze; 
committee	ikomiti; 
committee's	eyekomiti; 
committees	iikomiti; 
committing	ukuzibophelela; 
commodities	iimpahla zorhwebo; 
commodity	impahla yorhwebo; 
common	eqhelekileyo; 
commonly	ngokuqhelekileyo; 
commonwealth	umanyano lwezizwe ezinobudlelane ubudlelane bezizwe; 
communal	kawonke-wonke; 
communicate	uqhagamshelwano;  intlalo yobudlelane; 
communicated	uqhagamshelwano;  intlalo yobudlelane; 
communication	 iindlela zokuhamba; unxibelelwano; 
communication-related	enxulumene noqhagamshelwano; 
communications	iintungelwano; 
communities	imizi; uluntu; 
community	 umzi; uluntu; 
community-based	ngokusekwe kubudlelane;  ngokusekwe kumzi; 
companies	iinkampani; 
company	 ikhampani; inkampani; 
comparability	ukulinganiseka;  ukuthelekiseka; 
comparable	enokulinganiswa;  enokuthelekiswa; 
comparative	ngokuthelekisa;  ngokufanisa;  ngokulinganisa; 
compare	 ukuthelekisa; thelekisa; 
compared	 ukuthelekisa; thelekisa; 
comparison	uthelekiso; 
compassion	imfesane; 
compatriot	umkhaya; 
compatriots	abakhaya; 
compelled	nyanzelwe; 
compelling	nyanzelayo; 
compensate	buyisela;  buyekeza; 
compensation	imbuyekezo; 
compete	ukukhuphisana; 
competence	 isakhono; ubuchule; 
competencies	izakhono; 
competency	 isakhono; ubuchule; 
competent	ukuba nesakhono;  ukuba nobuchule; 
competition	ukhuphiswano;  umnyhadala; 
competitive	onokhuphiswano; 
competitiveness	ukumelana nokhuphiswano; 
compilation	uhlanganiso;  ingqokelelo; 
compile	ukuqokelela; 
compiled	ukuqokelela; 
complainant	ummangali; 
complaint	isikhalazo; 
complaints	isikhalazo; 
complement	ukongeza; 
complementary	efezekisayo;  ezalisayo; 
complete	 gqiba; epheleleyo; 
completed	 gqiba; gcwalisa; epheleleyo; 
completely	ngokupheleleyo;  ngokugqibeleleyo; 
completing	 ukufezekisa; ukugqiba;  ukugcwalisa; 
completion	 inzaliseko; ukugqiba;  imfezeko; 
complex	esisintsonkotho;  neenkcukacha ezininzi; 
complexity	uphixano; 
compliance	ukuthobela;  ukuvumela; 
complied	thobile;  vumele; 
complies	vumela;  thobela; 
comply	vumela;  thobela; 
complying	 ovumelayo; othobelayo; 
component	inxenye; 
components	iinxenye; amalungu; 
composed	bhalile;  qambile;  yilile; zibambile; 
composition	 ukuqamba;  ucwangciso emfanekisweni;  oonobumba;  ingoma; ukwakhiwa;  isincoko; 
comprehensive	 banzi; gabalala; 
comprehensively	ngokugabalala; ngokubanzi; 
comprise	quka; 
comprises	iquka; 
comprising	equka; 
compromise	ukuhlangabezana kwimpikiswano; 
compromised	hlangabezene kwimpikiswano; 
compulsory	enyazelekileyo; 
computer	ikhompyutha; 
computers	iikhompyutha; 
comrade	iqabane; 
comrades	iqabane; 
conceive	mitha; 
conceived	khawulwa; mitha; 
concentrated	engangxengwanga; 
concentration	uzikiso-ngqondo; 
concept	ingqikelelo; 
concepts	ingqikelelo; 
concern	 ishishini;  umcimbi; inxaxheba;  ixhala; 
concerned	ukuba nenkathalelo;  ukuba nexhala; 
concerning	 ngokuphathelele; malunga; 
concerns	amashishini;  amaxhala; 
concert	ikonsathi; 
conciliation	 uxolelwano; uxolelwaniso; 
conclude	shwankathela; 
concluded	shwankathela; 
concludes	shwankathela; 
conclusion	isigqibo; 
concrete	eziphathekayo;  isamente;  ikhonkrithi; 
concurrence	imvumelwano;  ukwenzeka ngaxeshanye; 
condemned	gwetyiwe; 
condemns	gweba; 
condition	imeko;  imo yempilo;  isixomekeko;  isimo; 
conditional	xhomekeke; 
conditions	isimo; 
condolences	uvelwano; 
condom	ikhondom; 
condoms	iikhondom; 
conducive	ngokuncedayo; 
conduct	ukunikezela;  ukuculisa;  isimilo;  ukuziphatha; 
conducted	ukunikezela;  ukuculisa;  isimilo;  ukuziphatha; 
conducting	ukunikezela;  ukuculisa;  isimilo;  ukuziphatha; 
conducts	ukunikezela;  ukuculisa;  isimilo;  ukuziphatha; 
confer	nika; 
conference	inkomfa; 
conferences	iinkomfa; 
conferred	nikelwe; 
confidence	 ukuthemba; ukuzithemba; 
confident	ukuzithemba; 
confidential	yimfihlo;  elihlebo; 
confidentiality	imfihlo; 
confirm	qinisekisa; 
confirmation	ukuzaliswa; 
confirmed	 vunyiwe; qinisekisile; 
confirms	qinisekisa; 
confiscation	uthimbo; 
conflict	 ungquzulwano; imbambano; 
conflicts	iimbambano;  iingxabano; 
confront	ukuhlangana;  jongana ngokuphikisana; 
congratulate	 vuyisana; ukuvuyisana; 
congratulates	uvuyisana; 
congratulating	 vuyisana; ukuvuyisana; 
congratulations	iimvuyiswano; 
congress	ingqungquthela; 
conjunction	isihlanganisi; 
connect	ukudibanisa;  hlanganisa; 
connected	 hlanganisene; dibanisene;  dibene; 
connection	uqhagamshelo; 
conscience	isazela; 
consecutive	ngokulandelelana; 
consensus	imvumelwano; 
consent	 vumela; imvume; 
consequence	isiphumo; 
consequences	iziphumo; 
consequential	ngokwesiphumo; ngokulandelayo; 
consequently	ngokwesiphumo; ngokulandelayo;  ngako oko; 
conservation	 ulondolozo lwendalo; ulondolozo; 
